state_name,Day,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations,total_vaccinations_per_hundred
Colorado,2021-03-26,927382,16.1,2443350,42
Colorado,2021-03-27,946188,16.43,2500874,43
Colorado,2021-03-28,966835,16.79,2569087,44
Colorado,2021-03-29,976137,16.95,2602792,45
Colorado,2021-03-30,991243,17.21,2645306,45
Colorado,2021-03-31,1008589,17.51,2691248,46
Colorado,2021-04-01,1028324,17.86,2746030,47
Colorado,2021-04-02,1051000,18.25,2803981,48
Colorado,2021-04-03,1081615,18.78,2878136,49
Colorado,2021-04-04,1108570,19.25,2954206,51
Colorado,2021-04-05,1118667,19.43,2979697,51
Colorado,2021-04-06,1131482,19.65,3017904,52
Colorado,2021-04-07,1156758,20.09,3079255,53
Colorado,2021-04-08,1181330,20.51,3129702,54
Colorado,2021-04-09,1207372,20.97,3184749,55
Colorado,2021-04-10,1249516,21.7,3266193,56
Connecticut,2021-01-12,4174,0.12,151395,4
Connecticut,2021-01-13,5268,0.15,161875,4
Connecticut,2021-01-15,17162,0.48,185866,5
Connecticut,2021-01-19,23150,0.65,229524,6
Connecticut,2021-01-20,25018,0.7,243140,6
Connecticut,2021-01-21,28602,0.8,264707,7
Connecticut,2021-01-22,33149,0.93,287440,8
Connecticut,2021-01-23,37098,1.04,306796,8
Connecticut,2021-01-24,40506,1.14,321737,9
Connecticut,2021-01-25,42421,1.19,331264,9
Connecticut,2021-01-26,45190,1.27,342643,9
Connecticut,2021-01-27,51939,1.46,360991,10
Connecticut,2021-01-28,59437,1.67,381160,10
Connecticut,2021-01-29,67624,1.9,403370,11
Connecticut,2021-01-30,73706,2.07,421191,11
Connecticut,2021-01-31,79511,2.23,436842,12
Connecticut,2021-02-01,83855,2.35,449253,12
Connecticut,2021-02-02,86602,2.43,456090,12
Connecticut,2021-02-03,90574,2.54,465008,13
Connecticut,2021-02-04,97568,2.74,481826,13
Connecticut,2021-02-05,106224,2.98,502347,14
Connecticut,2021-02-06,115349,3.24,519400,14
Connecticut,2021-02-07,123198,3.46,533941,14
Connecticut,2021-02-08,127194,3.57,542414,15
Connecticut,2021-02-09,133196,3.74,554322,15
Connecticut,2021-02-10,142918,4.01,574750,16
Connecticut,2021-02-11,154639,4.34,600249,16
Connecticut,2021-02-12,167894,4.71,626678,17
Connecticut,2021-02-13,183146,5.14,654766,18
Connecticut,2021-02-14,191978,5.38,674704,18
Connecticut,2021-02-16,206920,5.8,711142,19
Connecticut,2021-02-17,218777,6.14,738191,20
Connecticut,2021-02-18,231795,6.5,767183,21
Connecticut,2021-02-19,253770,7.12,822615,23
Connecticut,2021-02-20,265343,7.44,847820,23
Connecticut,2021-02-21,270792,7.6,860534,24
Connecticut,2021-02-22,277754,7.79,882777,24
Connecticut,2021-02-23,280425,7.87,892882,25
Connecticut,2021-02-24,283844,7.96,912033,25
Connecticut,2021-02-25,286522,8.04,925946,25
Connecticut,2021-02-26,291338,8.17,954153,26
Connecticut,2021-02-27,296178,8.31,980211,27
Connecticut,2021-02-28,301151,8.45,1004467,28
Connecticut,2021-03-01,306075,8.58,1031305,28
Connecticut,2021-03-02,307686,8.63,1040154,29
Connecticut,2021-03-03,311505,8.74,1061375,29
Connecticut,2021-03-04,314508,8.82,1087313,30
Connecticut,2021-03-05,318025,8.92,1121517,31
Connecticut,2021-03-06,321484,9.02,1157114,32
Connecticut,2021-03-07,325922,9.14,1195617,33
Connecticut,2021-03-08,340912,9.56,1228865,34
Connecticut,2021-03-09,345611,9.69,1245687,34
Connecticut,2021-03-10,354352,9.94,1272581,35
Connecticut,2021-03-11,362671,10.17,1304302,36
Connecticut,2021-03-12,374997,10.52,1345350,37
Connecticut,2021-03-13,496388,13.92,1411525,39
Connecticut,2021-03-14,496443,13.92,1411532,39
Connecticut,2021-03-15,509812,14.3,1442439,40
Connecticut,2021-03-16,517141,14.5,1460334,40
Connecticut,2021-03-17,528525,14.82,1483587,41
Connecticut,2021-03-18,543501,15.24,1514945,42
Connecticut,2021-03-19,559558,15.69,1551481,43
Connecticut,2021-03-20,574848,16.12,1586484,44
Connecticut,2021-03-21,589228,16.53,1623090,45
Connecticut,2021-03-22,603624,16.93,1658338,46
Connecticut,2021-03-23,608492,17.07,1676905,47
Connecticut,2021-03-24,618348,17.34,1701298,47
Connecticut,2021-03-25,632200,17.73,1737160,48
Connecticut,2021-03-26,646279,18.13,1774045,49
Connecticut,2021-03-27,664680,18.64,1813854,50
Connecticut,2021-03-28,682603,19.15,1854289,52
Connecticut,2021-03-29,697784,19.57,1891603,53
Connecticut,2021-03-30,713132,20.0,1924605,53
Connecticut,2021-03-31,725544,20.35,1954259,54
Connecticut,2021-04-01,743564,20.86,1992899,55
Connecticut,2021-04-02,765639,21.47,2035542,57
Connecticut,2021-04-03,795034,22.3,2092230,58
Connecticut,2021-04-04,816983,22.91,2138503,59
Connecticut,2021-04-05,839506,23.55,2178710,61
Connecticut,2021-04-06,843076,23.65,2186180,61
Connecticut,2021-04-07,862554,24.19,2227005,62
Connecticut,2021-04-08,887812,24.9,2279517,63
Connecticut,2021-04-09,919764,25.8,2340942,65
Connecticut,2021-04-10,944060,26.48,2391842,67
Delaware,2021-01-12,2784,0.29,26410,2
Delaware,2021-01-13,4050,0.42,28413,2
Delaware,2021-01-15,5354,0.55,31090,3
Delaware,2021-01-19,6768,0.7,42557,4
Delaware,2021-01-20,6919,0.71,45640,4
Delaware,2021-01-21,7355,0.76,49369,5
Delaware,2021-01-22,8847,0.91,54257,5
Delaware,2021-01-23,10448,1.07,60023,6
Delaware,2021-01-24,11464,1.18,64186,6
Delaware,2021-01-25,11647,1.2,66914,6
Delaware,2021-01-26,11724,1.2,68507,7
Delaware,2021-01-27,12352,1.27,77449,7
Delaware,2021-01-28,13121,1.35,82289,8
Delaware,2021-01-29,14210,1.46,87300,8
Delaware,2021-01-30,14956,1.54,92509,9
Delaware,2021-01-31,16397,1.68,99954,10
Delaware,2021-02-01,17628,1.81,102697,10
Delaware,2021-02-02,18040,1.85,103770,10
Delaware,2021-02-03,18568,1.91,107544,11
Delaware,2021-02-04,20394,2.09,110784,11
Delaware,2021-02-05,21264,2.18,114226,11
Delaware,2021-02-06,22791,2.34,118475,12
Delaware,2021-02-07,24245,2.49,123428,12
Delaware,2021-02-08,25179,2.59,126650,13
Delaware,2021-02-09,25405,2.61,127523,13
Delaware,2021-02-10,26054,2.68,130116,13
Delaware,2021-02-11,26864,2.76,133370,13
Delaware,2021-02-12,27742,2.85,136591,14
Delaware,2021-02-13,29423,3.02,142103,14
Delaware,2021-02-14,31095,3.19,146437,15
Delaware,2021-02-16,34002,3.49,152387,15
Delaware,2021-02-17,35601,3.66,155111,15
Delaware,2021-02-18,37499,3.85,159845,16
Delaware,2021-02-19,43614,4.48,175305,18
Delaware,2021-02-20,46527,4.78,180600,18
Delaware,2021-02-21,46803,4.81,180940,18
Delaware,2021-02-22,46587,4.78,183901,18
Delaware,2021-02-23,48778,5.01,186619,19
Delaware,2021-02-24,51176,5.26,189836,19
Delaware,2021-02-25,54950,5.64,195534,20
Delaware,2021-02-26,59922,6.15,203745,20
Delaware,2021-02-27,65740,6.75,212739,21
Delaware,2021-02-28,69293,7.12,219312,22
Delaware,2021-03-01,73675,7.57,225374,23
Delaware,2021-03-02,73766,7.58,225417,23
Delaware,2021-03-03,81275,8.35,237669,24
Delaware,2021-03-04,84956,8.72,246194,25
Delaware,2021-03-05,89355,9.18,255036,26
Delaware,2021-03-06,93706,9.62,264601,27
Delaware,2021-03-07,97981,10.06,275467,28
Delaware,2021-03-08,100543,10.33,280674,28
Delaware,2021-03-09,103622,10.64,285101,29
Delaware,2021-03-10,103844,10.66,285262,29
Delaware,2021-03-11,108208,11.11,299695,30
Delaware,2021-03-12,111344,11.43,307982,31
Delaware,2021-03-13,115412,11.85,317790,32
Delaware,2021-03-14,115574,11.87,317790,32
Delaware,2021-03-15,120782,12.4,333896,34
Delaware,2021-03-16,122819,12.61,338429,34
Delaware,2021-03-17,124533,12.79,346179,35
Delaware,2021-03-18,125907,12.93,354571,36
Delaware,2021-03-19,127182,13.06,362023,37
Delaware,2021-03-20,129418,13.29,372165,38
Delaware,2021-03-21,131496,13.5,382342,39
Delaware,2021-03-22,133398,13.7,389157,39
Delaware,2021-03-23,133611,13.72,389157,39
Delaware,2021-03-24,135570,13.92,397204,40
Delaware,2021-03-25,138495,14.22,406635,41
Delaware,2021-03-26,142013,14.58,417566,42
Delaware,2021-03-27,146193,15.01,428136,43
Delaware,2021-03-28,149897,15.39,438768,45
Delaware,2021-03-29,152901,15.7,447568,45
Delaware,2021-03-30,155441,15.96,453447,46
Delaware,2021-03-31,159773,16.41,463476,47
Delaware,2021-04-01,163586,16.8,473912,48
Delaware,2021-04-02,167682,17.22,485988,49
Delaware,2021-04-03,172112,17.67,498720,51
Delaware,2021-04-04,176030,18.08,508590,52
Delaware,2021-04-05,178080,18.29,516432,53
Delaware,2021-04-06,178965,18.38,519065,53
Delaware,2021-04-07,183714,18.87,528053,54
Delaware,2021-04-08,187560,19.26,536623,55
Delaware,2021-04-09,193963,19.92,549853,56
Delaware,2021-04-10,201012,20.64,561531,57
District of Columbia,2021-01-13,1275,0.18,33049,4
District of Columbia,2021-01-15,8250,1.17,39934,5
District of Columbia,2021-01-19,10196,1.44,49988,7
District of Columbia,2021-01-20,10553,1.5,51733,7
District of Columbia,2021-01-21,11685,1.66,55108,7
District of Columbia,2021-01-22,12045,1.71,56864,8
District of Columbia,2021-01-23,12649,1.79,59793,8
District of Columbia,2021-01-24,13043,1.85,62391,8
District of Columbia,2021-01-25,13236,1.88,64194,9
District of Columbia,2021-01-26,13293,1.88,64748,9
District of Columbia,2021-01-27,14434,2.05,68086,9
District of Columbia,2021-01-28,15177,2.15,70839,10
District of Columbia,2021-01-29,16112,2.28,73328,10
District of Columbia,2021-01-30,17029,2.41,76672,10
District of Columbia,2021-01-31,18710,2.65,80526,11
District of Columbia,2021-02-01,19217,2.72,82519,11
District of Columbia,2021-02-02,19218,2.72,83553,11
District of Columbia,2021-02-03,19753,2.8,85065,12
District of Columbia,2021-02-04,21313,3.02,94095,13
District of Columbia,2021-02-05,22719,3.22,98862,14
District of Columbia,2021-02-06,24069,3.41,102031,14
District of Columbia,2021-02-07,26151,3.71,105819,14
District of Columbia,2021-02-08,26957,3.82,108475,15
District of Columbia,2021-02-09,26957,3.82,108475,15
District of Columbia,2021-02-10,26957,3.82,108475,15
District of Columbia,2021-02-11,31786,4.5,111720,15
District of Columbia,2021-02-12,33167,4.7,114110,16
District of Columbia,2021-02-13,34388,4.87,116261,16
District of Columbia,2021-02-14,36388,5.16,121313,17
District of Columbia,2021-02-16,39060,5.53,126500,17
District of Columbia,2021-02-17,39973,5.66,128460,18
District of Columbia,2021-02-18,41311,5.85,130437,18
District of Columbia,2021-02-19,50145,7.11,157111,22
District of Columbia,2021-02-20,51565,7.31,159640,22
District of Columbia,2021-02-21,53244,7.54,162674,23
District of Columbia,2021-02-22,31114,4.41,164207,23
District of Columbia,2021-02-23,31845,4.51,166724,23
District of Columbia,2021-02-24,32760,4.64,170343,24
District of Columbia,2021-02-25,33781,4.79,173030,24
District of Columbia,2021-02-26,34923,4.95,176044,24
District of Columbia,2021-02-27,38247,5.42,184748,26
District of Columbia,2021-02-28,40106,5.68,194746,27
District of Columbia,2021-03-01,41210,5.84,198047,28
District of Columbia,2021-03-02,41860,5.93,199212,28
District of Columbia,2021-03-03,42850,6.07,202090,28
District of Columbia,2021-03-04,44086,6.25,207421,29
District of Columbia,2021-03-05,45362,6.43,211736,30
District of Columbia,2021-03-06,49150,6.96,220634,31
District of Columbia,2021-03-07,50399,7.14,225875,32
District of Columbia,2021-03-08,51723,7.33,230110,32
District of Columbia,2021-03-09,52813,7.48,232666,32
District of Columbia,2021-03-10,54738,7.76,238189,33
District of Columbia,2021-03-11,56459,8.0,244060,34
District of Columbia,2021-03-12,58029,8.22,250090,35
District of Columbia,2021-03-13,59917,8.49,256529,36
District of Columbia,2021-03-14,61934,8.78,264499,37
District of Columbia,2021-03-15,65479,9.28,271191,38
District of Columbia,2021-03-16,67181,9.52,274424,38
District of Columbia,2021-03-17,68796,9.75,281538,39
District of Columbia,2021-03-18,69819,9.89,285546,40
District of Columbia,2021-03-19,71181,10.09,291022,41
District of Columbia,2021-03-20,72304,10.25,296647,42
District of Columbia,2021-03-21,73585,10.43,302692,42
District of Columbia,2021-03-22,74461,10.55,306996,43
District of Columbia,2021-03-23,74927,10.62,309362,43
District of Columbia,2021-03-24,76207,10.8,313341,44
District of Columbia,2021-03-25,79733,11.3,320173,45
District of Columbia,2021-03-26,82094,11.63,327007,46
District of Columbia,2021-03-27,84545,11.98,334783,47
District of Columbia,2021-03-28,88137,12.49,344954,48
District of Columbia,2021-03-29,91317,12.94,353718,50
District of Columbia,2021-03-30,93350,13.23,359065,50
District of Columbia,2021-03-31,97469,13.81,374297,53
District of Columbia,2021-04-01,100548,14.25,381345,54
District of Columbia,2021-04-02,103882,14.72,388617,55
District of Columbia,2021-04-03,107122,15.18,396885,56
District of Columbia,2021-04-04,109897,15.57,403560,57
District of Columbia,2021-04-05,111858,15.85,407352,57
District of Columbia,2021-04-06,113268,16.05,412388,58
District of Columbia,2021-04-07,114192,16.18,413125,58
District of Columbia,2021-04-08,121675,17.24,426808,60
District of Columbia,2021-04-09,125680,17.81,434907,61
District of Columbia,2021-04-10,130670,18.52,445289,63
Federated States of Micronesia,2021-01-15,2,0.0,694,0
Federated States of Micronesia,2021-01-19,2,0.0,1436,1
Federated States of Micronesia,2021-01-20,3,0.0,1756,1
Federated States of Micronesia,2021-01-21,3,0.0,2087,2
Federated States of Micronesia,2021-01-22,3,0.0,2514,2
Federated States of Micronesia,2021-01-23,3,0.0,2752,2
Federated States of Micronesia,2021-01-24,3,0.0,2752,2
Federated States of Micronesia,2021-01-25,3,0.0,2758,2
Federated States of Micronesia,2021-01-26,4,0.0,2977,2
Federated States of Micronesia,2021-01-27,4,0.0,3241,3
Federated States of Micronesia,2021-01-28,4,0.0,3502,3
Federated States of Micronesia,2021-01-29,5,0.0,3965,3
Federated States of Micronesia,2021-01-30,5,0.0,3965,3
Federated States of Micronesia,2021-01-31,5,0.0,3965,3
Federated States of Micronesia,2021-02-01,15,0.01,5110,4
Federated States of Micronesia,2021-02-02,16,0.02,5726,5
Federated States of Micronesia,2021-02-03,17,0.02,6254,6
Federated States of Micronesia,2021-02-04,26,0.03,6699,6
Federated States of Micronesia,2021-02-05,35,0.03,7005,6
Federated States of Micronesia,2021-02-06,78,0.08,7335,7
Federated States of Micronesia,2021-02-07,79,0.08,7415,7
Federated States of Micronesia,2021-02-08,112,0.11,7449,7
Federated States of Micronesia,2021-02-09,148,0.14,7725,7
Federated States of Micronesia,2021-02-10,246,0.24,8017,7
Federated States of Micronesia,2021-02-11,346,0.33,8365,8
Federated States of Micronesia,2021-02-12,453,0.44,8751,8
Federated States of Micronesia,2021-02-13,767,0.74,9230,8
Federated States of Micronesia,2021-02-14,886,0.85,9415,9
Federated States of Micronesia,2021-02-16,1121,1.08,9980,9
Federated States of Micronesia,2021-02-17,1449,1.4,10603,10
Federated States of Micronesia,2021-02-18,1761,1.7,11119,10
Federated States of Micronesia,2021-02-19,2070,2.0,11590,11
Federated States of Micronesia,2021-02-20,2070,2.0,11590,11
Federated States of Micronesia,2021-02-21,2425,2.34,12196,11
Federated States of Micronesia,2021-02-22,2454,2.37,12196,11
Federated States of Micronesia,2021-02-23,2454,2.37,12196,11
Federated States of Micronesia,2021-02-24,2873,2.77,12999,12
Federated States of Micronesia,2021-02-25,3047,2.94,13320,12
Federated States of Micronesia,2021-02-26,3441,3.32,13819,13
Federated States of Micronesia,2021-02-27,3757,3.62,14317,13
Federated States of Micronesia,2021-02-28,4134,3.99,14715,14
Federated States of Micronesia,2021-03-01,4434,4.28,15022,14
Federated States of Micronesia,2021-03-02,4952,4.78,15705,15
Federated States of Micronesia,2021-03-03,5348,5.16,16189,15
Federated States of Micronesia,2021-03-04,5689,5.49,16578,16
Federated States of Micronesia,2021-03-05,6010,5.8,17098,16
Federated States of Micronesia,2021-03-06,6374,6.15,17624,17
Federated States of Micronesia,2021-03-07,6425,6.2,17745,17
Federated States of Micronesia,2021-03-08,6425,6.2,17745,17
Federated States of Micronesia,2021-03-09,6670,6.44,18133,17
Federated States of Micronesia,2021-03-10,6857,6.62,18423,17
Federated States of Micronesia,2021-03-11,7021,6.77,18689,18
Federated States of Micronesia,2021-03-12,7261,7.01,19086,18
Federated States of Micronesia,2021-03-13,7459,7.2,19580,18
Federated States of Micronesia,2021-03-14,7511,7.25,19796,19
Federated States of Micronesia,2021-03-15,7511,7.25,19841,19
Federated States of Micronesia,2021-03-16,7839,7.56,20450,19
Federated States of Micronesia,2021-03-17,8100,7.82,20882,20
Federated States of Micronesia,2021-03-18,8100,7.82,20882,20
Federated States of Micronesia,2021-03-19,8467,8.17,21624,20
Federated States of Micronesia,2021-03-20,8660,8.36,22129,21
Federated States of Micronesia,2021-03-21,8683,8.38,22217,21
Federated States of Micronesia,2021-03-22,8693,8.39,22255,21
Federated States of Micronesia,2021-03-23,8814,8.5,22488,21
Federated States of Micronesia,2021-03-24,9001,8.68,22767,21
Federated States of Micronesia,2021-03-25,9127,8.81,23026,22
Federated States of Micronesia,2021-03-26,9190,8.87,23460,22
Federated States of Micronesia,2021-03-27,9313,8.99,23778,22
Federated States of Micronesia,2021-03-28,9327,9.0,23908,23
Federated States of Micronesia,2021-03-29,9436,9.1,24114,23
Federated States of Micronesia,2021-03-30,9551,9.22,24538,23
Federated States of Micronesia,2021-03-31,9655,9.32,24992,24
Federated States of Micronesia,2021-04-01,9670,9.33,25176,24
Federated States of Micronesia,2021-04-02,9670,9.33,25176,24
Federated States of Micronesia,2021-04-03,9776,9.43,25404,24
Federated States of Micronesia,2021-04-04,9776,9.43,25404,24
Federated States of Micronesia,2021-04-05,9902,9.55,25679,24
Federated States of Micronesia,2021-04-06,10046,9.69,25985,25
Federated States of Micronesia,2021-04-07,10219,9.86,26481,25
Federated States of Micronesia,2021-04-08,10355,9.99,26726,25
Federated States of Micronesia,2021-04-09,10358,9.99,26726,25
Federated States of Micronesia,2021-04-10,10663,10.29,27360,26
Florida,2021-01-12,41725,0.19,633440,2
Florida,2021-01-13,52969,0.25,705398,3
Florida,2021-01-15,74776,0.35,853081,3
Florida,2021-01-19,103173,0.48,1174685,5
Florida,2021-01-20,111763,0.52,1239975,5
Florida,2021-01-21,111763,0.52,1239975,5
Florida,2021-01-22,124582,0.58,1314377,6
Florida,2021-01-23,152209,0.71,1489003,6
Florida,2021-01-24,156226,0.73,1544794,7
Florida,2021-01-25,156298,0.73,1544794,7
Florida,2021-01-26,158886,0.74,1575490,7
Florida,2021-01-27,176671,0.82,1632491,7
Florida,2021-01-28,204623,0.95,1707251,7
Florida,2021-01-29,236834,1.1,1796246,8
Florida,2021-01-30,274211,1.28,1890198,8
Florida,2021-01-31,297584,1.39,1959626,9
Florida,2021-02-01,315392,1.47,2005378,9
Florida,2021-02-02,329176,1.53,2048143,9
Florida,2021-02-03,373238,1.74,2133168,9
Florida,2021-02-04,422482,1.97,2223754,10
Florida,2021-02-05,440172,2.05,2260744,10
Florida,2021-02-06,512064,2.38,2385839,11
Florida,2021-02-07,629556,2.93,2607527,12
Florida,2021-02-08,629556,2.93,2607527,12
Florida,2021-02-09,694637,3.23,2731300,12
Florida,2021-02-10,756678,3.52,2835535,13
Florida,2021-02-11,823514,3.83,2957730,13
Florida,2021-02-12,962465,4.48,3216044,14
Florida,2021-02-13,1028266,4.79,3351430,15
Florida,2021-02-14,1082096,5.04,3467856,16
Florida,2021-02-16,1134793,5.28,3598996,16
Florida,2021-02-17,1180757,5.5,3702569,17
Florida,2021-02-18,1231696,5.73,3819224,17
Florida,2021-02-19,1378573,6.42,4198451,19
Florida,2021-02-20,1382923,6.44,4205898,19
Florida,2021-02-21,1481148,6.9,4387051,20
Florida,2021-02-22,1460844,6.8,4390626,20
Florida,2021-02-23,1470763,6.85,4406005,20
Florida,2021-02-24,1513077,7.04,4502702,20
Florida,2021-02-25,1567301,7.3,4605201,21
Florida,2021-02-26,1616247,7.53,4704530,21
Florida,2021-02-27,1668541,7.77,4822353,22
Florida,2021-02-28,1760865,8.2,5044420,23
Florida,2021-03-01,1761444,8.2,5047960,23
Florida,2021-03-02,1773464,8.26,5077891,23
Florida,2021-03-03,1807459,8.42,5167346,24
Florida,2021-03-04,1859056,8.66,5314200,24
Florida,2021-03-05,1902438,8.86,5448653,25
Florida,2021-03-06,1978276,9.21,5688357,26
Florida,2021-03-07,2045028,9.52,5900450,27
Florida,2021-03-08,2055838,9.57,5904827,27
Florida,2021-03-09,2074763,9.66,5961421,27
Florida,2021-03-10,2111915,9.83,6070173,28
Florida,2021-03-11,2179625,10.15,6332072,29
Florida,2021-03-12,2243267,10.44,6613352,30
Florida,2021-03-13,2399551,11.17,7007792,32
Florida,2021-03-14,2445584,11.39,7108286,33
Florida,2021-03-15,2451940,11.42,7116355,33
Florida,2021-03-16,2498540,11.63,7197889,33
Florida,2021-03-17,2562319,11.93,7332554,34
Florida,2021-03-18,2630843,12.25,7522691,35
Florida,2021-03-19,2691206,12.53,7684142,35
Florida,2021-03-20,2787613,12.98,7977789,37
Florida,2021-03-21,2855811,13.3,8186888,38
Florida,2021-03-22,2859122,13.31,8191294,38
Florida,2021-03-23,2885760,13.44,8250717,38
Florida,2021-03-24,2938265,13.68,8396727,39
Florida,2021-03-25,3002731,13.98,8603007,40
Florida,2021-03-26,3071600,14.3,8811431,41
Florida,2021-03-27,3160502,14.72,9028641,42
Florida,2021-03-28,3248263,15.12,9271008,43
Florida,2021-03-29,3251908,15.14,9276711,43
Florida,2021-03-30,3313207,15.43,9405368,43
Florida,2021-03-31,3384591,15.76,9563326,44
Florida,2021-04-01,3490647,16.25,9781739,45
Florida,2021-04-02,3586874,16.7,9988150,46
Florida,2021-04-03,3692088,17.19,10204039,47
