State,Date,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
District of Columbia,3/2/2021,68955,9.77,4641,6576
District of Columbia,3/3/2021,70091,9.93,4535,6426
District of Columbia,3/4/2021,71591,10.14,4913,6961
District of Columbia,3/5/2021,73279,10.38,5099,7225
District of Columbia,3/6/2021,79089,11.21,5127,7265
District of Columbia,3/7/2021,80744,11.44,4447,6301
District of Columbia,3/8/2021,51723,7.33,4580,6490
District of Columbia,3/9/2021,52813,7.48,4779,6772
District of Columbia,3/10/2021,54738,7.76,5157,7307
District of Columbia,3/11/2021,56459,8.0,5234,7416
District of Columbia,3/12/2021,58029,8.22,5479,7763
District of Columbia,3/13/2021,59917,8.49,5128,7266
District of Columbia,3/14/2021,61934,8.78,5518,7819
Federated States of Micronesia,1/15/2021,2,0.0,90,868
Federated States of Micronesia,1/19/2021,2,0.0,145,1399
Federated States of Micronesia,1/20/2021,3,0.0,170,1640
Federated States of Micronesia,1/21/2021,3,0.0,212,2045
Federated States of Micronesia,1/22/2021,3,0.0,260,2509
Federated States of Micronesia,1/23/2021,3,0.0,268,2586
Federated States of Micronesia,1/24/2021,3,0.0,241,2325
Federated States of Micronesia,1/25/2021,3,0.0,215,2074
Federated States of Micronesia,1/26/2021,4,0.0,220,2123
Federated States of Micronesia,1/27/2021,4,0.0,212,2045
Federated States of Micronesia,1/28/2021,4,0.0,202,1949
Federated States of Micronesia,1/29/2021,5,0.0,207,1997
Federated States of Micronesia,1/30/2021,5,0.0,173,1669
Federated States of Micronesia,1/31/2021,5,0.0,173,1669
Federated States of Micronesia,2/1/2021,15,0.01,336,3242
Federated States of Micronesia,2/2/2021,16,0.02,393,3792
Federated States of Micronesia,2/3/2021,17,0.02,430,4149
Federated States of Micronesia,2/4/2021,26,0.03,457,4409
Federated States of Micronesia,2/5/2021,35,0.03,434,4187
Federated States of Micronesia,2/6/2021,78,0.08,481,4641
Federated States of Micronesia,2/7/2021,79,0.08,493,4757
Federated States of Micronesia,2/8/2021,112,0.11,334,3223
Federated States of Micronesia,2/9/2021,148,0.14,286,2759
Federated States of Micronesia,2/10/2021,246,0.24,252,2431
Federated States of Micronesia,2/11/2021,346,0.33,238,2296
Federated States of Micronesia,2/12/2021,453,0.44,249,2402
Federated States of Micronesia,2/13/2021,767,0.74,271,2615
Federated States of Micronesia,2/14/2021,886,0.85,286,2759
Federated States of Micronesia,2/16/2021,1121,1.08,322,3107
Federated States of Micronesia,2/17/2021,1449,1.4,369,3560
Federated States of Micronesia,2/18/2021,1761,1.7,393,3792
Federated States of Micronesia,2/19/2021,2070,2.0,406,3917
Federated States of Micronesia,2/20/2021,2070,2.0,337,3252
Federated States of Micronesia,2/21/2021,2425,2.34,397,3830
Federated States of Micronesia,2/22/2021,2425,2.34,357,3445
Federated States of Micronesia,2/23/2021,2425,2.34,317,3059
Federated States of Micronesia,2/24/2021,2844,2.74,342,3300
Federated States of Micronesia,2/25/2021,3018,2.91,314,3030
Federated States of Micronesia,2/26/2021,3411,3.29,318,3068
Federated States of Micronesia,2/27/2021,3726,3.6,390,3763
Federated States of Micronesia,2/28/2021,4103,3.96,360,3473
Federated States of Micronesia,3/1/2021,4403,4.25,404,3898
Federated States of Micronesia,3/2/2021,4921,4.75,501,4834
Federated States of Micronesia,3/3/2021,5317,5.13,456,4400
Federated States of Micronesia,3/4/2021,5658,5.46,465,4487
Federated States of Micronesia,3/5/2021,5979,5.77,468,4516
Federated States of Micronesia,3/6/2021,6343,6.12,472,4554
Federated States of Micronesia,3/7/2021,6394,6.17,433,4178
Federated States of Micronesia,3/8/2021,6425,6.2,389,3753
Federated States of Micronesia,3/9/2021,6670,6.44,347,3348
Federated States of Micronesia,3/10/2021,6857,6.62,319,3078
Federated States of Micronesia,3/11/2021,7021,6.77,302,2914
Federated States of Micronesia,3/12/2021,7261,7.01,284,2740
Federated States of Micronesia,3/13/2021,7459,7.2,279,2692
Federated States of Micronesia,3/14/2021,7511,7.25,293,2827
Florida,1/12/2021,41725,0.19,0,0
Florida,1/13/2021,52969,0.25,71958,3350
Florida,1/15/2021,74776,0.35,73214,3409
Florida,1/19/2021,103173,0.48,77321,3600
Florida,1/20/2021,111763,0.52,76368,3556
Florida,1/21/2021,111763,0.52,66499,3096
Florida,1/22/2021,124582,0.58,65899,3068
Florida,1/23/2021,152209,0.71,79360,3695
Florida,1/24/2021,156226,0.73,75844,3531
Florida,1/25/2021,156298,0.73,64359,2997
Florida,1/26/2021,158886,0.74,57258,2666
Florida,1/27/2021,176671,0.82,56074,2611
Florida,1/28/2021,204623,0.95,66754,3108
Florida,1/29/2021,236834,1.1,68838,3205
Florida,1/30/2021,274211,1.28,57314,2669
Florida,1/31/2021,297584,1.39,59262,2759
Florida,2/1/2021,315392,1.47,65798,3064
Florida,2/2/2021,329176,1.53,67522,3144
Florida,2/3/2021,373238,1.74,71525,3330
Florida,2/4/2021,422482,1.97,73786,3435
Florida,2/5/2021,440172,2.05,66357,3090
Florida,2/6/2021,512064,2.38,70806,3297
Florida,2/7/2021,629556,2.93,92557,4309
Florida,2/8/2021,629556,2.93,86021,4005
Florida,2/9/2021,694637,3.23,97594,4544
Florida,2/10/2021,756678,3.52,100338,4672
Florida,2/11/2021,823514,3.83,104854,4882
Florida,2/12/2021,962465,4.48,136471,6354
Florida,2/13/2021,1028266,4.79,137942,6423
Florida,2/14/2021,1082096,5.04,122904,5722
Florida,2/16/2021,1134793,5.28,123957,5771
Florida,2/17/2021,1180757,5.5,123862,5767
Florida,2/18/2021,1231696,5.73,123071,5730
Florida,2/19/2021,1378573,6.42,140344,6534
Florida,2/20/2021,1382923,6.44,122067,5683
Florida,2/21/2021,1481148,6.9,131314,6114
Florida,2/22/2021,1482708,6.9,122457,5702
Florida,2/23/2021,1492758,6.95,115287,5368
Florida,2/24/2021,1535864,7.15,114305,5322
Florida,2/25/2021,1590721,7.41,112282,5228
Florida,2/26/2021,1640330,7.64,72297,3366
Florida,2/27/2021,1693485,7.88,88065,4100
Florida,2/28/2021,1787164,8.32,93910,4372
Florida,3/1/2021,1787511,8.32,93905,4372
Florida,3/2/2021,1799607,8.38,95984,4469
Florida,3/3/2021,1833883,8.54,94949,4421
Florida,3/4/2021,1886028,8.78,101286,4716
Florida,3/5/2021,1929985,8.99,106303,4949
Florida,3/6/2021,2006907,9.34,123715,5760
Florida,3/7/2021,2074589,9.66,122290,5694
Florida,3/8/2021,2055838,9.57,122410,5699
Florida,3/9/2021,2074763,9.66,126219,5877
Florida,3/10/2021,2111915,9.83,128975,6005
Florida,3/11/2021,2179625,10.15,145410,6770
Florida,3/12/2021,2243267,10.44,166386,7747
Florida,3/13/2021,2399551,11.17,188491,8776
Florida,3/14/2021,2445584,11.39,172548,8034
Georgia,1/12/2021,7746,0.07,0,0
Georgia,1/13/2021,8937,0.08,28185,2655
Georgia,1/15/2021,22324,0.21,20245,1907
Georgia,1/19/2021,28907,0.27,20252,1907
Georgia,1/20/2021,35029,0.33,28327,2668
Georgia,1/21/2021,39972,0.38,31794,2995
Georgia,1/22/2021,59925,0.56,53169,5008
Georgia,1/23/2021,59965,0.56,50358,4743
Georgia,1/24/2021,59965,0.56,47464,4470
Georgia,1/25/2021,59965,0.56,44570,4198
Georgia,1/26/2021,64989,0.61,50893,4793
Georgia,1/27/2021,75360,0.71,45117,4249
Georgia,1/28/2021,89305,0.84,44336,4176
Georgia,1/29/2021,99941,0.94,29544,2783
Georgia,1/30/2021,109311,1.03,36097,3400
Georgia,1/31/2021,119878,1.13,43160,4065
Georgia,2/1/2021,125548,1.18,46636,4392
Georgia,2/2/2021,129885,1.22,38782,3653
Georgia,2/3/2021,140900,1.33,37453,3528
Georgia,2/4/2021,152626,1.44,34833,3281
Georgia,2/5/2021,169163,1.59,34476,3247
Georgia,2/6/2021,188736,1.78,34588,3258
Georgia,2/7/2021,210237,1.98,34263,3227
Georgia,2/8/2021,219840,2.07,33889,3192
Georgia,2/9/2021,227997,2.15,34269,3228
Georgia,2/10/2021,251946,2.37,35545,3348
Georgia,2/11/2021,279546,2.63,37854,3565
Georgia,2/12/2021,279546,2.63,31628,2979
Georgia,2/13/2021,313961,2.96,32847,3094
Georgia,2/14/2021,380394,3.58,41671,3925
Georgia,2/16/2021,402578,3.79,41927,3949
Georgia,2/17/2021,402578,3.79,35656,3358
Georgia,2/18/2021,462570,4.36,42314,3985
Georgia,2/19/2021,527556,4.97,63968,6025
Georgia,2/20/2021,568299,5.35,65423,6162
Georgia,2/21/2021,609520,5.74,59020,5559
Georgia,2/22/2021,623795,5.88,59729,5626
Georgia,2/23/2021,627968,5.91,58141,5476
Georgia,2/24/2021,653286,6.15,63689,5999
Georgia,2/25/2021,678886,6.39,56090,5283
Georgia,2/26/2021,710086,6.69,41854,3942
Georgia,2/27/2021,745853,7.02,40474,3812
Georgia,2/28/2021,747388,7.04,31656,2982
Georgia,3/1/2021,747398,7.04,28421,2677
Georgia,3/2/2021,750985,7.07,29231,2753
Georgia,3/3/2021,780276,7.35,30608,2883
Georgia,3/4/2021,810091,7.63,32206,3033
Georgia,3/5/2021,847033,7.98,34177,3219
Georgia,3/6/2021,872270,8.22,34002,3202
Georgia,3/7/2021,899669,8.47,42017,3957
Georgia,3/8/2021,904207,8.52,45624,4297
Georgia,3/9/2021,910623,8.58,45880,4321
Georgia,3/10/2021,911979,8.59,39354,3707
Georgia,3/11/2021,936451,8.82,42373,3991
Georgia,3/12/2021,979717,9.23,49346,4648
Georgia,3/13/2021,1008364,9.5,53327,5023
Georgia,3/14/2021,1033760,9.74,55396,5217
Guam,1/26/2021,3803,2.29,1931,11649
Guam,1/27/2021,3869,2.33,2067,12469
Guam,1/28/2021,3969,2.39,2247,13555
Guam,1/29/2021,4358,2.63,2495,15051
Guam,1/30/2021,4499,2.71,2666,16083
Guam,1/31/2021,4499,2.71,2666,16083
Guam,2/1/2021,4736,2.86,2808,16939
Guam,2/2/2021,4936,2.98,1072,6467
Guam,2/3/2021,5108,3.08,1115,6726
Guam,2/4/2021,5108,3.08,935,5640
Guam,2/5/2021,5321,3.21,874,5272
Guam,2/6/2021,5581,3.37,929,5604
Guam,2/7/2021,5820,3.51,1017,6135
Guam,2/8/2021,5838,3.52,896,5405
Guam,2/9/2021,6260,3.78,873,5266
Guam,2/10/2021,6873,4.15,911,5496
Guam,2/11/2021,7711,4.65,1132,6829
Guam,2/12/2021,8955,5.4,1221,7366
Guam,2/13/2021,10117,6.1,1256,7577
Guam,2/14/2021,10688,6.45,1293,7800
Guam,2/16/2021,11266,6.8,1226,7396
Guam,2/17/2021,12251,7.39,1223,7378
Guam,2/18/2021,13311,8.03,1240,7480
Guam,2/19/2021,15150,9.14,1569,9465
Guam,2/20/2021,16104,9.71,1520,9169
Guam,2/21/2021,16121,9.73,1408,8494
Guam,2/22/2021,16865,10.17,1503,9067
Guam,2/23/2021,17341,10.46,1571,9477
Guam,2/24/2021,17969,10.84,1501,9055
Guam,2/25/2021,18615,11.23,1427,8608
Guam,2/26/2021,18635,11.24,829,5001
Guam,2/27/2021,19542,11.79,837,5049
Guam,2/28/2021,20227,12.2,962,5803
Guam,3/1/2021,20267,12.23,810,4886
Guam,3/2/2021,20371,12.29,700,4223
Guam,3/3/2021,20385,12.3,560,3378
Guam,3/4/2021,20686,12.48,496,2992
Guam,3/5/2021,20827,12.56,529,3191
Guam,3/6/2021,20853,12.58,319,1924
Guam,3/7/2021,20854,12.58,182,1098
Guam,3/8/2021,20924,12.62,190,1146
Guam,3/9/2021,22200,13.39,428,2582
Guam,3/10/2021,23824,14.37,706,4259
Guam,3/11/2021,25258,15.24,847,5110
Guam,3/12/2021,26580,16.03,1041,6280
Guam,3/13/2021,28020,16.9,1272,7673
Guam,3/14/2021,29000,17.49,1433,8645
Hawaii,1/15/2021,7268,0.51,4492,3173
Hawaii,1/19/2021,11319,0.8,4353,3074
Hawaii,1/20/2021,13833,0.98,5048,3565
Hawaii,1/21/2021,16132,1.14,4490,3171
Hawaii,1/22/2021,16802,1.19,5405,3817
Hawaii,1/23/2021,16802,1.19,4798,3389
Hawaii,1/24/2021,16802,1.19,4191,2960
Hawaii,1/25/2021,17795,1.26,4627,3268
Hawaii,1/26/2021,17939,1.27,4258,3007
Hawaii,1/27/2021,18544,1.31,3678,2598
Hawaii,1/28/2021,19804,1.4,3504,2475
Hawaii,1/29/2021,21736,1.54,3767,2661
Hawaii,1/30/2021,23758,1.68,5101,3603
Hawaii,1/31/2021,25868,1.83,6354,4488
Hawaii,2/1/2021,27090,1.91,6249,4414
Hawaii,2/2/2021,27156,1.92,6308,4455
Hawaii,2/3/2021,28245,1.99,6571,4641
Hawaii,2/4/2021,30573,2.16,6738,4759
Hawaii,2/5/2021,33726,2.38,8364,5907
Hawaii,2/6/2021,37054,2.62,8365,5908
Hawaii,2/7/2021,40514,2.86,8254,5830
Hawaii,2/8/2021,42472,3.0,8314,5872
Hawaii,2/9/2021,42472,3.0,8017,5662
Hawaii,2/10/2021,42472,3.0,7193,5080
Hawaii,2/11/2021,49969,3.53,7073,4996
Hawaii,2/12/2021,53976,3.81,5585,3945
Hawaii,2/13/2021,58194,4.11,5532,3907
Hawaii,2/14/2021,62239,4.4,5449,3849
Hawaii,2/16/2021,68688,4.85,6162,4352
Hawaii,2/17/2021,69799,4.93,6669,4710
Hawaii,2/18/2021,73236,5.17,6682,4719
Hawaii,2/19/2021,90892,6.42,13223,9339
Hawaii,2/20/2021,96971,6.85,13564,9580
Hawaii,2/21/2021,102818,7.26,13968,9865
Hawaii,2/22/2021,107267,7.58,14306,10104
Hawaii,2/23/2021,108525,7.66,13775,9729
Hawaii,2/24/2021,112487,7.94,14151,9995
Hawaii,2/25/2021,117019,8.26,14501,10242
Hawaii,2/26/2021,122521,8.65,8248,5825
Hawaii,2/27/2021,129131,9.12,8288,5854
Hawaii,2/28/2021,136218,9.62,8547,6037
Hawaii,3/1/2021,140469,9.92,8332,5885
Hawaii,3/2/2021,142855,10.09,8453,5970
Hawaii,3/3/2021,147043,10.39,8489,5996
Hawaii,3/4/2021,153655,10.85,8910,6293
Hawaii,3/5/2021,158777,11.21,8984,6345
Hawaii,3/6/2021,164636,11.63,9085,6417
Hawaii,3/7/2021,165707,11.7,7605,5371
Hawaii,3/8/2021,174927,12.35,9049,6391
Hawaii,3/9/2021,179965,12.71,10190,7197
Hawaii,3/10/2021,184608,13.04,10952,7735
Hawaii,3/11/2021,188723,13.33,11146,7872
Hawaii,3/12/2021,193632,13.68,11641,8222
Hawaii,3/13/2021,199012,14.06,11817,8346
Hawaii,3/14/2021,202968,14.34,13143,9283
Idaho,1/12/2021,4308,0.24,0,0
Idaho,1/13/2021,5653,0.32,3027,1694
Idaho,1/15/2021,8843,0.49,3597,2013
Idaho,1/19/2021,10165,0.57,4019,2249
Idaho,1/20/2021,10738,0.6,4342,2430
Idaho,1/21/2021,11760,0.66,4398,2461
Idaho,1/22/2021,13075,0.73,4479,2506
Idaho,1/23/2021,13711,0.77,4524,2532
Idaho,1/24/2021,14059,0.79,4546,2544
Idaho,1/25/2021,14419,0.81,4519,2529
Idaho,1/26/2021,14627,0.82,4256,2382
Idaho,1/27/2021,15443,0.86,3961,2216
Idaho,1/28/2021,16724,0.94,4204,2352
Idaho,1/29/2021,18970,1.06,4412,2469
Idaho,1/30/2021,20148,1.13,4584,2565
Idaho,1/31/2021,21636,1.21,4822,2698
Idaho,2/1/2021,22468,1.26,4729,2646
Idaho,2/2/2021,22725,1.27,4697,2628
Idaho,2/3/2021,24171,1.35,5056,2829
Idaho,2/4/2021,26345,1.47,5585,3125
Idaho,2/5/2021,28970,1.62,7217,4038
Idaho,2/6/2021,32011,1.79,8784,4915
Idaho,2/7/2021,34322,1.92,9257,5180
Idaho,2/8/2021,35910,2.01,10173,5693
Idaho,2/9/2021,37002,2.07,10311,5770
Idaho,2/10/2021,39608,2.22,10428,5835
Idaho,2/11/2021,43231,2.42,10309,5769
Idaho,2/12/2021,43231,2.42,7810,4370
Idaho,2/13/2021,46516,2.6,6481,3627
Idaho,2/14/2021,56629,3.17,8088,4526
Idaho,2/16/2021,64687,3.62,9257,5180
Idaho,2/17/2021,67805,3.79,9256,5179
Idaho,2/18/2021,71408,4.0,9202,5149
Idaho,2/19/2021,81497,4.56,12941,7241
Idaho,2/20/2021,85566,4.79,13126,7345
Idaho,2/21/2021,92265,5.16,12006,6718
Idaho,2/22/2021,97370,5.45,11898,6658
Idaho,2/23/2021,99518,5.57,10974,6141
Idaho,2/24/2021,103129,5.77,10909,6104
Idaho,2/25/2021,109348,6.12,11216,6276
Idaho,2/26/2021,114807,6.42,8924,4994
Idaho,2/27/2021,119776,6.7,9276,5191
Idaho,2/28/2021,126208,7.06,9433,5278
Idaho,3/1/2021,131312,7.35,9715,5436
Idaho,3/2/2021,133917,7.49,9885,5531
Idaho,3/3/2021,138642,7.76,10346,5789
Idaho,3/4/2021,143369,8.02,10173,5693
Idaho,3/5/2021,150186,8.4,10768,6026
Idaho,3/6/2021,157533,8.82,11290,6318
Idaho,3/7/2021,164500,9.21,11239,6289
Idaho,3/8/2021,174479,9.76,11146,6237
Idaho,3/9/2021,178260,9.98,11368,6361
Idaho,3/10/2021,182275,10.2,11225,6281
Idaho,3/11/2021,187365,10.48,11396,6377
Idaho,3/12/2021,193479,10.83,11431,6397
Idaho,3/13/2021,199911,11.19,11251,6296
Idaho,3/14/2021,206561,11.56,11304,6325
Illinois,1/12/2021,62757,0.5,0,0
Illinois,1/13/2021,74186,0.59,18854,1488
Illinois,1/15/2021,91248,0.72,30253,2387
Illinois,1/19/2021,104533,0.82,25465,2010
Illinois,1/20/2021,107651,0.85,24867,1962
Illinois,1/21/2021,111933,0.88,23837,1881
Illinois,1/22/2021,120754,0.95,24248,1914
Illinois,1/23/2021,128907,1.02,27873,2200
Illinois,1/24/2021,135330,1.07,31080,2453
Illinois,1/25/2021,137465,1.08,31402,2478
Illinois,1/26/2021,140394,1.11,30390,2398
Illinois,1/27/2021,147925,1.17,32390,2556
Illinois,1/28/2021,162086,1.28,36114,2850
Illinois,1/29/2021,181063,1.43,39571,3123
Illinois,1/30/2021,197643,1.56,42007,3315
Illinois,1/31/2021,211528,1.67,44626,3522
Illinois,2/1/2021,219095,1.73,47373,3738
Illinois,2/2/2021,223026,1.76,47870,3778
Illinois,2/3/2021,230850,1.82,48845,3855
Illinois,2/4/2021,247763,1.96,50721,4003
Illinois,2/5/2021,260248,2.05,51860,4093
Illinois,2/6/2021,275276,2.17,54451,4297
Illinois,2/7/2021,288458,2.28,55733,4398
Illinois,2/8/2021,299201,2.36,57554,4542
Illinois,2/9/2021,302923,2.39,57815,4562
Illinois,2/10/2021,314687,2.48,61601,4861
Illinois,2/11/2021,330108,2.61,60923,4808
Illinois,2/12/2021,348826,2.75,61067,4819
Illinois,2/13/2021,375992,2.97,63229,4990
Illinois,2/14/2021,400340,3.16,64663,5103
Illinois,2/16/2021,422981,3.34,68086,5373
Illinois,2/17/2021,431310,3.4,65188,5144
Illinois,2/18/2021,446598,3.52,61794,4876
Illinois,2/19/2021,492551,3.89,71364,5632
Illinois,2/20/2021,527382,4.16,69845,5512
Illinois,2/21/2021,560403,4.42,69331,5471
Illinois,2/22/2021,566994,4.47,64299,5074
Illinois,2/23/2021,591312,4.67,65950,5204
Illinois,2/24/2021,611324,4.82,66469,5245
Illinois,2/25/2021,639901,5.05,68866,5435
Illinois,2/26/2021,691102,5.45,66470,5245
Illinois,2/27/2021,744792,5.88,67681,5341
Illinois,2/28/2021,792853,6.26,69238,5464
Illinois,3/1/2021,834142,6.58,78880,6225
Illinois,3/2/2021,854802,6.75,77559,6121
Illinois,3/3/2021,884810,6.98,80143,6325
Illinois,3/4/2021,925816,7.31,84036,6632
Illinois,3/5/2021,971371,7.67,80655,6365
Illinois,3/6/2021,1036845,8.18,86539,6829
Illinois,3/7/2021,1094967,8.64,92781,7322
Illinois,3/8/2021,1153941,9.11,95036,7500
Illinois,3/9/2021,1166993,9.21,91731,7239
Illinois,3/10/2021,1200821,9.48,92887,7330
Illinois,3/11/2021,1245707,9.83,95719,7554
Illinois,3/12/2021,1329918,10.5,102980,8127
Illinois,3/13/2021,1461858,11.54,122334,9654
Illinois,3/14/2021,1462024,11.54,103399,8160
Indiana,1/12/2021,23546,0.35,0,0
Indiana,1/13/2021,32040,0.48,19490,2895
Indiana,1/15/2021,37683,0.56,22822,3390
Indiana,1/19/2021,50862,0.76,20406,3031
Indiana,1/20/2021,58616,0.87,20722,3078
Indiana,1/21/2021,66801,0.99,21950,3260
Indiana,1/22/2021,73986,1.1,21974,3264
Indiana,1/23/2021,77985,1.16,23875,3546
Indiana,1/24/2021,77985,1.16,21219,3152
Indiana,1/25/2021,83554,1.24,25109,3730
Indiana,1/26/2021,84719,1.26,23448,3483
Indiana,1/27/2021,91255,1.36,23971,3561
Indiana,1/28/2021,97614,1.45,23572,3501
Indiana,1/29/2021,105208,1.56,23885,3548
Indiana,1/30/2021,111233,1.65,23022,3420
Indiana,1/31/2021,111233,1.65,23022,3420
Indiana,2/1/2021,111233,1.65,16476,2447
Indiana,2/2/2021,112864,1.68,16209,2408
Indiana,2/3/2021,120352,1.79,16224,2410
Indiana,2/4/2021,129626,1.93,17007,2526
Indiana,2/5/2021,142405,2.12,18509,2749
Indiana,2/6/2021,156083,2.32,20369,3026
Indiana,2/7/2021,156083,2.32,20369,3026
Indiana,2/8/2021,156083,2.32,20369,3026
Indiana,2/9/2021,161879,2.4,21254,3157
Indiana,2/10/2021,177231,2.63,22565,3352
Indiana,2/11/2021,194281,2.89,22977,3413
Indiana,2/12/2021,213259,3.17,23240,3452
Indiana,2/13/2021,267774,3.98,38430,5708
Indiana,2/14/2021,287278,4.27,44158,6559
Indiana,2/16/2021,303183,4.5,47242,7017
Indiana,2/17/2021,313895,4.66,45387,6742
Indiana,2/18/2021,320425,4.76,41992,6237
Indiana,2/19/2021,350440,5.21,45789,6801
Indiana,2/20/2021,372868,5.54,30805,4576
Indiana,2/21/2021,393133,5.84,30138,4477
Indiana,2/22/2021,405490,6.02,31003,4605
Indiana,2/23/2021,408261,6.06,29588,4395
Indiana,2/24/2021,442264,6.57,35377,5255
Indiana,2/25/2021,497544,7.39,47617,7073
Indiana,2/26/2021,523070,7.77,44421,6598
Indiana,2/27/2021,547659,8.13,45361,6738
Indiana,2/28/2021,568495,8.44,45786,6801
Indiana,3/1/2021,582101,8.65,46116,6850
Indiana,3/2/2021,586200,8.71,46529,6911
Indiana,3/3/2021,604449,8.98,42373,6294
Indiana,3/4/2021,626414,9.3,34034,5055
Indiana,3/5/2021,651592,9.68,34798,5169
Indiana,3/6/2021,675987,10.04,35551,5281
Indiana,3/7/2021,696137,10.34,36332,5397
Indiana,3/8/2021,716718,10.65,37786,5613
Indiana,3/9/2021,724015,10.75,38324,5693
Indiana,3/10/2021,745011,11.07,39535,5873
Indiana,3/11/2021,765301,11.37,40220,5974
Indiana,3/12/2021,792015,11.76,40240,5977
Indiana,3/13/2021,837244,12.44,46622,6925
Indiana,3/14/2021,837398,12.44,40366,5996
Iowa,1/12/2021,6099,0.19,0,0
Iowa,1/13/2021,9603,0.3,13402,4248
Iowa,1/15/2021,10742,0.34,7431,2355
Iowa,1/19/2021,12629,0.4,6609,2095
Iowa,1/20/2021,13995,0.44,5394,1710
Iowa,1/21/2021,16860,0.53,6664,2112
Iowa,1/22/2021,22429,0.71,7089,2247
Iowa,1/23/2021,26426,0.84,7591,2406
Iowa,1/24/2021,30949,0.98,8316,2636
Iowa,1/25/2021,32149,1.02,8177,2592
Iowa,1/26/2021,32547,1.03,7575,2401
Iowa,1/27/2021,36067,1.14,7764,2461
Iowa,1/28/2021,40477,1.28,7679,2434
Iowa,1/29/2021,46785,1.48,7677,2433
Iowa,1/30/2021,52324,1.66,8252,2615
Iowa,1/31/2021,58367,1.85,8717,2763
Iowa,2/1/2021,60259,1.91,8752,2774
Iowa,2/2/2021,61085,1.94,8791,2786
Iowa,2/3/2021,64234,2.04,8940,2834
Iowa,2/4/2021,69401,2.2,9536,3022
Iowa,2/5/2021,74252,2.35,9861,3125
Iowa,2/6/2021,80640,2.56,10093,3199
Iowa,2/7/2021,87373,2.77,10887,3451
Iowa,2/8/2021,89506,2.84,12555,3979
Iowa,2/9/2021,90525,2.87,13183,4178
Iowa,2/10/2021,95650,3.03,14569,4618
Iowa,2/11/2021,99986,3.17,15445,4895
Iowa,2/12/2021,104622,3.32,16457,5216
Iowa,2/13/2021,109660,3.48,17707,5612
Iowa,2/14/2021,115407,3.66,18300,5800
Iowa,2/16/2021,119865,3.8,19130,6063
Iowa,2/17/2021,122291,3.88,18104,5738
Iowa,2/18/2021,124111,3.93,17183,5446
Iowa,2/19/2021,134995,4.28,20590,6526
Iowa,2/20/2021,141104,4.47,20700,6561
Iowa,2/21/2021,147615,4.68,20425,6474
Iowa,2/22/2021,150392,4.77,20011,6342
Iowa,2/23/2021,151431,4.8,18460,5851
Iowa,2/24/2021,153214,4.86,18033,5716
Iowa,2/25/2021,155667,4.93,17644,5592
Iowa,2/26/2021,160663,5.09,14481,4590
Iowa,2/27/2021,166554,5.28,15317,4855
Iowa,2/28/2021,175777,5.57,16224,5142
Iowa,3/1/2021,185255,5.87,17665,5599
Iowa,3/2/2021,187234,5.93,17969,5695
Iowa,3/3/2021,193643,6.14,18878,5983
Iowa,3/4/2021,202916,6.43,20308,6437
Iowa,3/5/2021,216336,6.86,21006,6658
Iowa,3/6/2021,250490,7.94,25236,7999
Iowa,3/7/2021,271606,8.61,27631,8758
Iowa,3/8/2021,304688,9.66,29315,9291
Iowa,3/9/2021,313434,9.93,30238,9584
Iowa,3/10/2021,323127,10.24,30860,9781
Iowa,3/11/2021,339509,10.76,32297,10237
Iowa,3/12/2021,359687,11.4,33312,10558
Iowa,3/13/2021,407675,12.92,36182,11468
Iowa,3/14/2021,407760,12.92,29727,9422
Kansas,1/12/2021,9577,0.33,0,0
Kansas,1/13/2021,12470,0.43,7382,2534
Kansas,1/15/2021,13496,0.46,6504,2233
Kansas,1/19/2021,15602,0.54,5738,1970
Kansas,1/20/2021,16013,0.55,5294,1817
Kansas,1/21/2021,17430,0.6,5553,1906
Kansas,1/22/2021,19325,0.66,5616,1928
Kansas,1/23/2021,20883,0.72,5995,2058
Kansas,1/24/2021,22610,0.78,6163,2115
Kansas,1/25/2021,23635,0.81,5921,2032
Kansas,1/26/2021,25349,0.87,5758,1976
Kansas,1/27/2021,26457,0.91,6527,2240
Kansas,1/28/2021,31429,1.08,8552,2935
Kansas,1/29/2021,31482,1.08,7635,2621
Kansas,1/30/2021,36738,1.26,8802,3021
Kansas,1/31/2021,39753,1.36,10031,3443
Kansas,2/1/2021,42297,1.45,10311,3539
Kansas,2/2/2021,44420,1.52,10351,3553
Kansas,2/3/2021,47394,1.63,10395,3568
Kansas,2/4/2021,51322,1.76,8732,2997
Kansas,2/5/2021,54834,1.88,10441,3584
Kansas,2/6/2021,60203,2.07,10533,3615
Kansas,2/7/2021,65559,2.25,10688,3669
Kansas,2/8/2021,68565,2.35,10886,3737
Kansas,2/9/2021,70115,2.41,10625,3647
Kansas,2/10/2021,76561,2.63,11215,3850
Kansas,2/11/2021,81948,2.81,11643,3996
Kansas,2/12/2021,86597,2.97,12445,4272
Kansas,2/13/2021,91577,3.14,12520,4298
Kansas,2/14/2021,99392,3.41,13386,4595
Kansas,2/16/2021,102601,3.52,13096,4495
Kansas,2/17/2021,106249,3.65,12215,4193
Kansas,2/18/2021,112651,3.87,12129,4163
Kansas,2/19/2021,128614,4.41,16568,5687
Kansas,2/20/2021,138765,4.76,17264,5926
Kansas,2/21/2021,148378,5.09,17050,5852
