State,Date,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
North Dakota,2/28/2021,80647,10.58,5686,7461
North Dakota,3/1/2021,82284,10.8,6031,7914
North Dakota,3/2/2021,82398,10.81,6039,7925
North Dakota,3/3/2021,83505,10.96,5910,7755
North Dakota,3/4/2021,85789,11.26,6054,7944
North Dakota,3/5/2021,89500,11.74,6094,7997
North Dakota,3/6/2021,91668,12.03,5543,7274
North Dakota,3/7/2021,93863,12.32,5502,7220
North Dakota,3/8/2021,91455,12.0,5343,7011
North Dakota,3/9/2021,91874,12.06,5571,7310
North Dakota,3/10/2021,93608,12.28,5654,7419
North Dakota,3/11/2021,96489,12.66,5744,7537
North Dakota,3/12/2021,100996,13.25,6046,7934
North Dakota,3/13/2021,106812,14.02,6367,8355
North Dakota,3/14/2021,110128,14.45,6330,8306
Northern Mariana Islands,1/12/2021,331,0.58,0,0
Northern Mariana Islands,1/13/2021,703,1.24,419,7366
Northern Mariana Islands,1/15/2021,1146,2.01,396,6962
Northern Mariana Islands,1/19/2021,1916,3.37,379,6663
Northern Mariana Islands,1/20/2021,2219,3.9,379,6663
Northern Mariana Islands,1/21/2021,2700,4.75,387,6804
Northern Mariana Islands,1/22/2021,3016,5.3,402,7067
Northern Mariana Islands,1/23/2021,3016,5.3,395,6944
Northern Mariana Islands,1/24/2021,3017,5.3,393,6909
Northern Mariana Islands,1/25/2021,3017,5.3,356,6259
Northern Mariana Islands,1/26/2021,3055,5.37,338,5942
Northern Mariana Islands,1/27/2021,3056,5.37,319,5608
Northern Mariana Islands,1/28/2021,3058,5.38,277,4870
Northern Mariana Islands,1/29/2021,3058,5.38,261,4588
Northern Mariana Islands,1/30/2021,3058,5.38,242,4254
Northern Mariana Islands,1/31/2021,3150,5.54,237,4167
Northern Mariana Islands,2/1/2021,3247,5.71,236,4149
Northern Mariana Islands,2/2/2021,3341,5.87,238,4184
Northern Mariana Islands,2/3/2021,3378,5.94,233,4096
Northern Mariana Islands,2/4/2021,3399,5.98,245,4307
Northern Mariana Islands,2/5/2021,3692,6.49,255,4483
Northern Mariana Islands,2/6/2021,3920,6.89,281,4940
Northern Mariana Islands,2/7/2021,4035,7.09,263,4624
Northern Mariana Islands,2/8/2021,4048,7.12,252,4430
Northern Mariana Islands,2/9/2021,4233,7.44,265,4659
Northern Mariana Islands,2/10/2021,4348,7.64,268,4712
Northern Mariana Islands,2/11/2021,4376,7.69,252,4430
Northern Mariana Islands,2/12/2021,4465,7.85,234,4114
Northern Mariana Islands,2/13/2021,4789,8.42,242,4254
Northern Mariana Islands,2/14/2021,5141,9.04,266,4676
Northern Mariana Islands,2/16/2021,5465,9.61,308,5415
Northern Mariana Islands,2/17/2021,5691,10.0,316,5555
Northern Mariana Islands,2/18/2021,5915,10.4,341,5995
Northern Mariana Islands,2/19/2021,6205,10.91,365,6417
Northern Mariana Islands,2/20/2021,6205,10.91,304,5344
Northern Mariana Islands,2/21/2021,6337,11.14,310,5450
Northern Mariana Islands,2/22/2021,6506,11.44,286,5028
Northern Mariana Islands,2/23/2021,6676,11.74,280,4922
Northern Mariana Islands,2/24/2021,7068,12.43,333,5854
Northern Mariana Islands,2/25/2021,7334,12.89,337,5925
Northern Mariana Islands,2/26/2021,7415,13.04,328,5766
Northern Mariana Islands,2/27/2021,7552,13.28,371,6522
Northern Mariana Islands,2/28/2021,7641,13.43,349,6136
Northern Mariana Islands,3/1/2021,7642,13.43,356,6259
Northern Mariana Islands,3/2/2021,7806,13.72,359,6311
Northern Mariana Islands,3/3/2021,7954,13.98,307,5397
Northern Mariana Islands,3/4/2021,8142,14.31,301,5292
Northern Mariana Islands,3/5/2021,8292,14.58,298,5239
Northern Mariana Islands,3/6/2021,8357,14.69,313,5503
Northern Mariana Islands,3/7/2021,8444,14.84,290,5098
Northern Mariana Islands,3/8/2021,8446,14.85,259,4553
Northern Mariana Islands,3/9/2021,8633,15.18,259,4553
Northern Mariana Islands,3/10/2021,8732,15.35,257,4518
Northern Mariana Islands,3/11/2021,8881,15.61,249,4377
Northern Mariana Islands,3/12/2021,8997,15.82,248,4360
Northern Mariana Islands,3/13/2021,9160,16.1,246,4325
Northern Mariana Islands,3/14/2021,9162,16.11,248,4360
Ohio,1/15/2021,13552,0.12,21179,1812
Ohio,1/19/2021,27139,0.23,22885,1958
Ohio,1/20/2021,30910,0.26,22595,1933
Ohio,1/21/2021,30910,0.26,19865,1699
Ohio,1/22/2021,44761,0.38,24296,2079
Ohio,1/23/2021,59153,0.51,27905,2387
Ohio,1/24/2021,71344,0.61,31907,2730
Ohio,1/25/2021,76949,0.66,33957,2905
Ohio,1/26/2021,80329,0.69,33706,2884
Ohio,1/27/2021,88834,0.76,36967,3163
Ohio,1/28/2021,106035,0.91,43198,3696
Ohio,1/29/2021,125794,1.08,42514,3637
Ohio,1/30/2021,150948,1.29,45154,3863
Ohio,1/31/2021,163622,1.4,43844,3751
Ohio,2/1/2021,179168,1.53,45572,3899
Ohio,2/2/2021,189502,1.62,48159,4120
Ohio,2/3/2021,200784,1.72,48449,4145
Ohio,2/4/2021,217948,1.86,48316,4133
Ohio,2/5/2021,239651,2.05,47734,4084
Ohio,2/6/2021,265445,2.27,47355,4051
Ohio,2/7/2021,285694,2.44,48565,4155
Ohio,2/8/2021,306072,2.62,48814,4176
Ohio,2/9/2021,312725,2.68,46941,4016
Ohio,2/10/2021,326984,2.8,45864,3924
Ohio,2/11/2021,349390,2.99,47299,4046
Ohio,2/12/2021,375675,3.21,51893,4439
Ohio,2/13/2021,409487,3.5,52952,4530
Ohio,2/14/2021,447697,3.83,56851,4864
Ohio,2/16/2021,482839,4.13,60179,5148
Ohio,2/17/2021,496235,4.25,59820,5118
Ohio,2/18/2021,514513,4.4,57466,4916
Ohio,2/19/2021,563650,4.82,65606,5613
Ohio,2/20/2021,602623,5.16,64835,5547
Ohio,2/21/2021,649412,5.56,64109,5485
Ohio,2/22/2021,688163,5.89,64736,5538
Ohio,2/23/2021,708070,6.06,61964,5301
Ohio,2/24/2021,741704,6.35,66136,5658
Ohio,2/25/2021,778235,6.66,70021,5990
Ohio,2/26/2021,808069,6.91,59061,5053
Ohio,2/27/2021,851065,7.28,62123,5315
Ohio,2/28/2021,899625,7.7,65588,5611
Ohio,3/1/2021,923721,7.9,66320,5674
Ohio,3/2/2021,951847,8.14,70639,6043
Ohio,3/3/2021,978945,8.37,71704,6134
Ohio,3/4/2021,1003486,8.58,71267,6097
Ohio,3/5/2021,1025158,8.77,72136,6171
Ohio,3/6/2021,1063390,9.1,75052,6421
Ohio,3/7/2021,1108033,9.48,75926,6495
Ohio,3/8/2021,1151455,9.85,77561,6635
Ohio,3/9/2021,1178428,10.08,76075,6508
Ohio,3/10/2021,1209855,10.35,75203,6434
Ohio,3/11/2021,1242387,10.63,77234,6607
Ohio,3/12/2021,1287051,11.01,82275,7039
Ohio,3/13/2021,1342826,11.49,85292,7297
Ohio,3/14/2021,1387721,11.87,85837,7343
Oklahoma,1/12/2021,17463,0.44,0,0
Oklahoma,1/13/2021,22278,0.56,14560,3680
Oklahoma,1/15/2021,28917,0.73,15189,3839
Oklahoma,1/19/2021,30919,0.78,12036,3042
Oklahoma,1/20/2021,32308,0.82,11326,2862
Oklahoma,1/21/2021,34706,0.88,11453,2894
Oklahoma,1/22/2021,37435,0.95,12013,3036
Oklahoma,1/23/2021,39290,0.99,13104,3312
Oklahoma,1/24/2021,41289,1.04,14294,3612
Oklahoma,1/25/2021,41634,1.05,13446,3398
Oklahoma,1/26/2021,41814,1.06,12397,3133
Oklahoma,1/27/2021,46596,1.18,13351,3374
Oklahoma,1/28/2021,52465,1.33,13688,3459
Oklahoma,1/29/2021,60680,1.53,14169,3581
Oklahoma,1/30/2021,68510,1.73,15071,3809
Oklahoma,1/31/2021,78459,1.98,16454,4158
Oklahoma,2/1/2021,80231,2.03,16719,4225
Oklahoma,2/2/2021,80465,2.03,16686,4217
Oklahoma,2/3/2021,87596,2.21,16757,4235
Oklahoma,2/4/2021,99354,2.51,17304,4373
Oklahoma,2/5/2021,114208,2.89,17715,4477
Oklahoma,2/6/2021,131556,3.32,18707,4728
Oklahoma,2/7/2021,145610,3.68,19394,4901
Oklahoma,2/8/2021,151019,3.82,20353,5144
Oklahoma,2/9/2021,152243,3.85,20362,5146
Oklahoma,2/10/2021,162188,4.1,20567,5198
Oklahoma,2/11/2021,172509,4.36,20568,5198
Oklahoma,2/12/2021,178566,4.51,18523,4681
Oklahoma,2/13/2021,188852,4.77,17083,4317
Oklahoma,2/14/2021,201044,5.08,15515,3921
Oklahoma,2/16/2021,206173,5.21,15201,3842
Oklahoma,2/17/2021,206905,5.23,12862,3250
Oklahoma,2/18/2021,209203,5.29,10297,2602
